New_Tree_ID,Original_Tree_ID,AGB,ave_b_390nm,ave_b_394nm,ave_b_398nm,ave_b_402nm,ave_b_406nm,ave_b_410nm,ave_b_414nm,ave_b_418nm,ave_b_422nm,ave_b_426nm,ave_b_430nm,ave_b_434nm,ave_b_438nm,ave_b_442nm,ave_b_446nm,ave_b_450nm,ave_b_454nm,ave_b_458nm,ave_b_462nm,ave_b_466nm,ave_b_470nm,ave_b_474nm,ave_b_478nm,ave_b_482nm,ave_b_486nm,ave_b_490nm,ave_b_494nm,ave_b_498nm,ave_b_502nm,ave_b_506nm,ave_b_510nm,ave_b_514nm,ave_b_518nm,ave_b_522nm,ave_b_526nm,ave_b_530nm,ave_b_534nm,ave_b_538nm,ave_b_542nm,ave_b_546nm,ave_b_550nm,ave_b_554nm,ave_b_558nm,ave_b_562nm,ave_b_566nm,ave_b_570nm,ave_b_574nm,ave_b_578nm,ave_b_582nm,ave_b_586nm,ave_b_590nm,ave_b_594nm,ave_b_598nm,ave_b_602nm,ave_b_606nm,ave_b_610nm,ave_b_614nm,ave_b_618nm,ave_b_622nm,ave_b_626nm,ave_b_630nm,ave_b_634nm,ave_b_638nm,ave_b_642nm,ave_b_646nm,ave_b_650nm,ave_b_654nm,ave_b_658nm,ave_b_662nm,ave_b_666nm,ave_b_670nm,ave_b_674nm,ave_b_678nm,ave_b_682nm,ave_b_686nm,ave_b_690nm,ave_b_694nm,ave_b_698nm,ave_b_702nm,ave_b_706nm,ave_b_710nm,ave_b_714nm,ave_b_718nm,ave_b_722nm,ave_b_726nm,ave_b_730nm,ave_b_734nm,ave_b_738nm,ave_b_742nm,ave_b_746nm,ave_b_750nm,ave_b_754nm,ave_b_758nm,ave_b_762nm,ave_b_766nm,ave_b_770nm,ave_b_774nm,ave_b_778nm,ave_b_782nm,ave_b_786nm,ave_b_790nm,ave_b_794nm,ave_b_798nm,ave_b_802nm,ave_b_806nm,ave_b_810nm,ave_b_814nm,ave_b_818nm,ave_b_822nm,ave_b_826nm,ave_b_830nm,ave_b_834nm,ave_b_838nm,ave_b_842nm,ave_b_846nm,ave_b_850nm,ave_b_854nm,ave_b_858nm,ave_b_862nm,ave_b_866nm,ave_b_870nm,ave_b_874nm,ave_b_878nm,ave_b_882nm,ave_b_886nm,ave_b_890nm,ave_b_894nm,ave_b_898nm,ave_b_902nm,ave_b_906nm,ave_b_910nm,ave_b_914nm,ave_b_918nm,ave_b_922nm,ave_b_926nm,ave_b_930nm,ave_b_934nm,ave_b_938nm,ave_b_942nm,ave_b_946nm,ave_b_950nm,ave_b_954nm,ave_b_958nm,ave_b_962nm
39,03_84,40.54604196,4.94E-05,0.000211017,0.000575147,0.001146847,0.001689178,0.002154283,0.002603557,0.002970073,0.003215704,0.003367895,0.003678354,0.00408286,0.004623343,0.005108055,0.005604493,0.006500527,0.007899958,0.009220681,0.00987811,0.010029683,0.010235613,0.010579449,0.010822829,0.010790331,0.010672291,0.010687964,0.010928867,0.011244673,0.011458915,0.011721964,0.012387992,0.013499116,0.014771705,0.015923555,0.01698663,0.01782689,0.018525633,0.018884113,0.018776302,0.018448941,0.018574967,0.019247034,0.019565117,0.019196368,0.018373828,0.017587816,0.016828262,0.016277124,0.016037652,0.016012909,0.01610352,0.016254053,0.016453128,0.016560149,0.016576945,0.016475755,0.016262064,0.016077763,0.01611767,0.016327181,0.01644342,0.01636883,0.016147219,0.015840205,0.015508235,0.015066742,0.014539126,0.014034248,0.013692646,0.013247641,0.013341281,0.014167467,0.015514355,0.016731652,0.018109704,0.020304136,0.02338103,0.027960779,0.033889134,0.040974444,0.0484941,0.057267532,0.067701988,0.079351594,0.091344861,0.103435285,0.115914444,0.127580388,0.13796249,0.145637852,0.150298802,0.152206946,0.154739814,0.159148555,0.163080249,0.164808566,0.166008367,0.168657108,0.172325565,0.175508027,0.177606319,0.178819919,0.179732185,0.180401425,0.181372863,0.183244715,0.185488767,0.187391968,0.189310208,0.191340125,0.193029034,0.194132086,0.19520388,0.196906114,0.199282258,0.201301776,0.202365519,0.202939761,0.203302945,0.203331712,0.20326849,0.203779535,0.204088064,0.203870506,0.203378403,0.202458589,0.200165096,0.198386981,0.19889539,0.200621704,0.201482125,0.201754751,0.201274865,0.201561271,0.200878351,0.195170838,0.178784082,0.161044693,0.146524482,0.138509759,0.13315165,0.131638619,0.129562192,0.127738052
40,03_88,37.8242169,-1.11E-05,0.000203369,0.000644098,0.001230481,0.001777989,0.002299514,0.002945801,0.003590583,0.004119858,0.004550963,0.005163774,0.005726115,0.006216844,0.006669403,0.007206307,0.008194489,0.009764433,0.011307178,0.012132153,0.0123604,0.012471109,0.012607867,0.012754199,0.01286959,0.012993597,0.013201003,0.013460248,0.01367304,0.013802857,0.013954645,0.014485081,0.015401971,0.016434483,0.0172858,0.018079615,0.018859727,0.01961538,0.020217087,0.020561403,0.020642335,0.02074655,0.020984184,0.021076889,0.020801575,0.020256682,0.019898176,0.019657538,0.019567609,0.019497365,0.019511205,0.019614108,0.019951737,0.02031388,0.020507107,0.020578131,0.020749539,0.020939666,0.021219321,0.021432645,0.021689706,0.021851682,0.022017619,0.022009423,0.02186879,0.02165926,0.021446859,0.021200911,0.02091922,0.020650998,0.020276722,0.020556717,0.021654716,0.023256667,0.024686986,0.026193885,0.028445881,0.031466996,0.03553118,0.040487492,0.046384559,0.052560704,0.0595392,0.067859392,0.07707349,0.086157791,0.094603566,0.102797046,0.110479032,0.116921256,0.12194078,0.125496535,0.127579093,0.128540405,0.130445055,0.13304806,0.134420299,0.134927599,0.136615573,0.139816479,0.142717675,0.14467615,0.146167878,0.147556687,0.148995972,0.15004425,0.151421966,0.153863688,0.156269276,0.157949665,0.159359033,0.16116996,0.162898131,0.164655106,0.166884549,0.169254164,0.171262498,0.172629377,0.173444899,0.173514747,0.173157417,0.172896155,0.17322691,0.173330917,0.17286191,0.172069134,0.171118217,0.168974787,0.166914205,0.166331267,0.167093374,0.167936201,0.169522376,0.170578602,0.169111226,0.166667908,0.165549002,0.159339473,0.145733166,0.128118805,0.113990689,0.105424808,0.10285842,0.101660598,0.099934524
41,03_92,51.0628713,-1.99E-05,4.97E-05,0.000430914,0.001158874,0.001995201,0.002698014,0.003279069,0.00366567,0.004006027,0.004259021,0.004838919,0.005610086,0.006478547,0.00708265,0.007718651,0.008806727,0.010342319,0.011765806,0.012524313,0.012783825,0.012938368,0.013198234,0.013446963,0.013532551,0.013592567,0.013874081,0.014327832,0.014773506,0.015072152,0.015550801,0.016674354,0.018412656,0.020230928,0.021866714,0.023460992,0.024769414,0.025748745,0.026405538,0.026666856,0.026685308,0.026975123,0.027784882,0.028258297,0.027949513,0.026947425,0.025758232,0.024495676,0.023604421,0.023231526,0.023139643,0.023103655,0.023143356,0.023228664,0.023254771,0.023217245,0.023056075,0.022691368,0.022463398,0.022538473,0.022782637,0.022778158,0.022527029,0.022070998,0.021464051,0.020755102,0.020156119,0.019665832,0.019171053,0.018542346,0.017824248,0.017876138,0.018780302,0.020257064,0.021800792,0.023850452,0.027401661,0.032409427,0.039459452,0.048197151,0.058507053,0.06952371,0.082452724,0.09772095,0.114348661,0.131018552,0.147654482,0.164503773,0.180576888,0.195498248,0.20723226,0.214072963,0.216061026,0.218464919,0.224455613,0.230740701,0.2337323,0.235021795,0.237583849,0.240931536,0.243605208,0.245326824,0.246329458,0.247127698,0.247855933,0.249000496,0.25079566,0.252527265,0.253959966,0.256076143,0.258880879,0.261011741,0.262097885,0.262906575,0.264353756,0.266417977,0.268596494,0.270280092,0.271559452,0.272323345,0.272908005,0.273906386,0.275982606,0.277877739,0.279010122,0.279545449,0.279058636,0.276006732,0.272915353,0.272078738,0.272772869,0.273230935,0.273481102,0.273185268,0.273846514,0.272854553,0.264668222,0.242742912,0.220919856,0.206098756,0.201236023,0.198246758,0.196726984,0.195904573,0.197922658
42,03_96,39.5140975,4.67E-05,0.00023855,0.000524251,0.000949953,0.001399568,0.001838165,0.002222727,0.002609428,0.002962861,0.003276873,0.00357913,0.003933557,0.004387986,0.004904773,0.005340937,0.006200762,0.007534939,0.008852413,0.009440792,0.009557686,0.009629044,0.009876483,0.010118548,0.010215259,0.010178907,0.010268687,0.010457852,0.010666699,0.010913094,0.011399231,0.012267055,0.013450873,0.014738987,0.015907075,0.016921165,0.017734037,0.018440602,0.019019611,0.019256668,0.019235433,0.019321625,0.019660377,0.019756365,0.0193033,0.018491714,0.017722594,0.017122178,0.016668619,0.016366126,0.016209003,0.016113774,0.016104302,0.016181083,0.016295945,0.01639097,0.016411467,0.016400947,0.016295351,0.016262591,0.016242409,0.016277679,0.016232497,0.016120559,0.015826227,0.015465743,0.015011815,0.014450012,0.013819183,0.013353564,0.012937319,0.013049969,0.013894751,0.015225225,0.01654041,0.017974363,0.0204268,0.024110328,0.029212122,0.03551461,0.042956551,0.050946871,0.059773616,0.070671309,0.08336803,0.096342835,0.108532072,0.120465945,0.131973854,0.142196256,0.150260201,0.155343641,0.157833967,0.159914745,0.163762289,0.168162759,0.170586815,0.171311632,0.172720767,0.17556805,0.178520876,0.180398679,0.18140916,0.182185462,0.183317524,0.184730843,0.186014003,0.186715547,0.187492966,0.189295476,0.191948975,0.19393966,0.195159061,0.196167399,0.197851125,0.200032926,0.202023409,0.203355565,0.204215825,0.204804018,0.205084819,0.205261333,0.205480443,0.205720171,0.206134712,0.206326723,0.205360258,0.203346033,0.201865084,0.20167862,0.201739736,0.202100404,0.202988102,0.20385752,0.204009893,0.202334252,0.196135018,0.183285319,0.168141509,0.155650005,0.145258771,0.137641028,0.134509543,0.134659491,0.133783309
43,03_98,39.74733355,6.65E-05,0.000398226,0.000882873,0.001425831,0.001897668,0.002310241,0.002691387,0.003061392,0.003387937,0.003702421,0.004107874,0.004527029,0.005033439,0.005510265,0.006040575,0.007011232,0.008553964,0.009900809,0.010481953,0.010560411,0.010716885,0.010960847,0.011154726,0.011202667,0.011216397,0.011336534,0.01158937,0.011837099,0.012018315,0.012324911,0.01300627,0.014040839,0.015183704,0.016108989,0.016842625,0.017404751,0.017955462,0.018417099,0.018761444,0.018924584,0.019057543,0.01925728,0.019230753,0.018770556,0.018086993,0.017618608,0.017407337,0.017234575,0.016992555,0.016799883,0.016786553,0.016850879,0.016991113,0.017225229,0.017480036,0.017577742,0.017578745,0.017572938,0.017555914,0.017516372,0.017642147,0.017876279,0.017930309,0.017690939,0.017288389,0.016855097,0.016369147,0.015930693,0.015582978,0.015230019,0.015415487,0.01631857,0.017696064,0.018926313,0.020266757,0.022363664,0.025310756,0.029548518,0.035007483,0.04149311,0.048380585,0.056197984,0.065462296,0.07586895,0.086685948,0.097683456,0.109215255,0.119895896,0.128925387,0.135508567,0.139850828,0.142191286,0.144723827,0.148485405,0.151740877,0.153314964,0.154547027,0.156988847,0.160256479,0.163132387,0.165331351,0.167016041,0.168531811,0.169669269,0.170853278,0.172396742,0.173926214,0.17536879,0.177593895,0.180251484,0.182106377,0.182990988,0.183801473,0.185236473,0.187382711,0.189444537,0.190807634,0.191530754,0.191766055,0.191764711,0.191898301,0.192566271,0.192843359,0.19250465,0.191509819,0.189476025,0.186356865,0.184356556,0.184764007,0.186267935,0.18792212,0.189682897,0.190266033,0.19028797,0.189187447,0.182900754,0.167885677,0.152294046,0.141735743,0.136020184,0.129705978,0.122786313,0.117231934,0.116195321
44,03_99,56.4556332,1.86E-05,0.000145855,0.000377637,0.000717963,0.00105633,0.001338988,0.001615299,0.001900163,0.002180973,0.002392142,0.002682431,0.003030292,0.003462305,0.003891835,0.004367686,0.005201276,0.006462787,0.007567326,0.008078657,0.008168682,0.008290668,0.008471038,0.008668056,0.008737042,0.008655389,0.008684107,0.008854548,0.009110666,0.009304713,0.009612916,0.010261265,0.011239533,0.01234683,0.013361575,0.014284022,0.015001956,0.01552486,0.015908926,0.016128332,0.016240365,0.016356866,0.016659272,0.016734364,0.016309687,0.015568223,0.014970009,0.014512519,0.014146701,0.013848396,0.013629619,0.013498452,0.013491424,0.013572743,0.013636065,0.01365379,0.013608514,0.013602155,0.013655395,0.01369358,0.013632561,0.013630871,0.013703012,0.01368,0.013367745,0.01293297,0.012495515,0.012014356,0.011502305,0.011073113,0.010648314,0.010730359,0.011503823,0.012739406,0.013866842,0.015181955,0.01733661,0.020400145,0.024717587,0.030208756,0.036744301,0.043745115,0.051689785,0.061179963,0.071898265,0.083011859,0.09395913,0.105100532,0.115533311,0.124790674,0.131760358,0.136011641,0.13772898,0.139787572,0.14366005,0.147550194,0.149638171,0.150980166,0.15316435,0.156187842,0.158844885,0.16062586,0.161780862,0.162810195,0.163556324,0.164316716,0.165666873,0.167265591,0.168854401,0.170778438,0.173126891,0.174933328,0.176124613,0.17700331,0.178293707,0.179931865,0.181680408,0.183059274,0.184131598,0.184490431,0.18428926,0.184052783,0.18427159,0.184434121,0.184349608,0.184027278,0.182805604,0.180509331,0.178742126,0.178694684,0.1793163,0.180234148,0.181986642,0.182828808,0.182783065,0.181038693,0.174617574,0.15928758,0.143448504,0.13111025,0.124327652,0.118711155,0.114670981,0.110857978,0.109602638
45,03_103,25.02701878,-2.32E-05,2.27E-05,0.000515292,0.001505546,0.002543372,0.003320032,0.003951318,0.004508035,0.004987925,0.005402623,0.005992203,0.006772658,0.007652064,0.008225838,0.008784755,0.009898202,0.011669364,0.013220295,0.014037896,0.014262037,0.014436177,0.014641535,0.014907185,0.015159826,0.015400778,0.015743219,0.016102199,0.016528906,0.016870679,0.017348586,0.01840747,0.020159986,0.022069677,0.023554389,0.024755295,0.025830078,0.026975622,0.027875771,0.028204762,0.028183792,0.028442171,0.029236272,0.029638109,0.029261603,0.028224478,0.027379375,0.026734485,0.026243333,0.025738838,0.025358095,0.02526619,0.025346816,0.025528785,0.025602576,0.02558323,0.025406589,0.025276201,0.025228141,0.02528823,0.025361588,0.025410981,0.025395654,0.025186852,0.024719463,0.024171585,0.023671663,0.02318645,0.022684278,0.022108816,0.021411339,0.021406667,0.022341198,0.023962516,0.025531791,0.027499169,0.030835551,0.035598717,0.042082725,0.049948028,0.059135842,0.068486382,0.078980181,0.090866087,0.103829464,0.116537619,0.12845344,0.139899175,0.150347427,0.159351102,0.165795253,0.169452268,0.170045334,0.171108533,0.17552526,0.180123852,0.181277224,0.181319382,0.183468092,0.18684704,0.189525754,0.191428557,0.19272102,0.193615498,0.194156319,0.19470026,0.196099812,0.197861109,0.199721126,0.202189612,0.205275679,0.20746209,0.208603671,0.209396478,0.210644048,0.212235124,0.213871066,0.215151379,0.215928426,0.216148973,0.215866244,0.215774385,0.21668451,0.217775334,0.218358873,0.218609289,0.218004044,0.214984606,0.212339005,0.21272732,0.215079844,0.217020576,0.218260981,0.21749705,0.216376841,0.214969495,0.210783693,0.195794943,0.178250089,0.162491692,0.155514382,0.152027797,0.151324132,0.150158422,0.150355842
46,03_109,109.6186072,9.59E-05,0.000502735,0.001101189,0.00175027,0.002400412,0.003041365,0.003625148,0.004178029,0.004599521,0.00489362,0.005266213,0.005772733,0.0063565,0.006906476,0.007520752,0.00859016,0.010111033,0.011500631,0.012291081,0.012609865,0.012819805,0.013082978,0.013342159,0.013452371,0.013463594,0.013624221,0.013879167,0.014112879,0.014370994,0.014860106,0.015922606,0.017484982,0.019202151,0.020652955,0.02178463,0.022669755,0.023495765,0.024185045,0.024595777,0.024742361,0.024925618,0.025215647,0.025245941,0.024766613,0.023859934,0.023043186,0.022349716,0.021858503,0.021463518,0.0211876,0.020978437,0.020966751,0.021094224,0.021234172,0.021322243,0.021325216,0.02119934,0.021072097,0.02103475,0.021026182,0.020972108,0.02095293,0.020815896,0.020395104,0.019846084,0.019295003,0.018735785,0.01811567,0.017550394,0.016946311,0.016973265,0.017848221,0.019278236,0.020713701,0.022352231,0.02535849,0.029814694,0.035930078,0.043379137,0.052182565,0.061522077,0.071863864,0.084408,0.09870693,0.11326349,0.126981696,0.140481861,0.153345081,0.164595131,0.173268647,0.178486079,0.180396228,0.181866772,0.185942993,0.190988563,0.193789345,0.194654916,0.196051637,0.198566224,0.201038886,0.202715395,0.203819974,0.204784076,0.205778678,0.206744724,0.20762595,0.20827535,0.209147297,0.211125883,0.21410511,0.21642172,0.217668515,0.218549751,0.219939391,0.221661467,0.22343174,0.224933745,0.226048953,0.22692899,0.22765399,0.22827017,0.228845155,0.229355085,0.229777556,0.229838493,0.228740375,0.226062968,0.223707446,0.222808235,0.222781797,0.223137712,0.2249295,0.225711429,0.224604268,0.221182461,0.214514036,0.199370277,0.182857898,0.170587193,0.163165114,0.156537904,0.152779358,0.151118937,0.150335345
47,03_115,50.67342485,5.75E-08,3.34E-05,8.77E-05,0.000208428,0.000314687,0.000465668,0.000641097,0.000848492,0.001062765,0.001289288,0.001538839,0.001805117,0.002089215,0.002378475,0.002629037,0.003260175,0.004357011,0.005440025,0.005992589,0.006254243,0.006457685,0.006613153,0.006681384,0.006729882,0.00674339,0.006856227,0.007032252,0.007179311,0.007311309,0.007677289,0.008400015,0.009394865,0.010479158,0.011400732,0.012033413,0.012478812,0.013008691,0.01352535,0.013821216,0.013916243,0.014029573,0.014179639,0.014049205,0.013479853,0.012730574,0.012203559,0.011951468,0.011720894,0.011478163,0.011217731,0.011114604,0.01116855,0.011379201,0.011547594,0.011711529,0.011798352,0.011838845,0.011815211,0.011843568,0.011851138,0.011909962,0.01202162,0.012051719,0.01178395,0.011361629,0.010934087,0.010498429,0.010046238,0.009796601,0.009614258,0.009918803,0.010734512,0.011847778,0.012902296,0.014078579,0.015993878,0.01855296,0.022180882,0.026835633,0.03264648,0.03869318,0.045145999,0.052861929,0.06192004,0.071296261,0.080319011,0.089213159,0.09762621,0.10473891,0.110188703,0.113730422,0.115733869,0.117230571,0.119345399,0.121650158,0.123164655,0.124218977,0.125843972,0.128294613,0.130634485,0.132299427,0.133519173,0.134701786,0.13577672,0.13655416,0.137340132,0.138221877,0.139541004,0.141676295,0.144306106,0.146310335,0.147577198,0.14877925,0.15044704,0.152378646,0.153932626,0.154828691,0.155235802,0.155458597,0.155531027,0.15559687,0.155623295,0.155628755,0.155194883,0.154009824,0.151869257,0.149026008,0.147216524,0.147238086,0.14873771,0.149817771,0.151069585,0.1510623,0.149980696,0.146950241,0.141393355,0.130701678,0.118944866,0.108797553,0.10167368,0.094113924,0.086283249,0.080152362,0.079471707
48,03_117,32.94406348,-9.25E-07,2.46E-05,0.000176764,0.000494978,0.000887667,0.001286644,0.001741511,0.00217041,0.002501379,0.002691709,0.00293813,0.003391902,0.004003507,0.004459286,0.004808668,0.005569203,0.006917355,0.008217602,0.008881988,0.009037358,0.009175617,0.009348184,0.009449716,0.009460025,0.009446048,0.009560438,0.00977659,0.009991816,0.010114188,0.010325911,0.010954706,0.01203074,0.013250725,0.014310402,0.015183216,0.015868155,0.016450129,0.016962459,0.017143564,0.017097049,0.017124874,0.017479157,0.017649677,0.01736299,0.016652638,0.015977082,0.015361827,0.014947767,0.014704479,0.014595323,0.014495345,0.014522028,0.014659009,0.014784691,0.014816637,0.014780818,0.014802753,0.01490425,0.014975305,0.015017649,0.015028446,0.014988622,0.01487725,0.014565739,0.014214566,0.013813949,0.013387897,0.012854537,0.012481127,0.012011123,0.01208968,0.012929745,0.01430434,0.015456242,0.016822319,0.01906257,0.022221586,0.02663566,0.032322559,0.039048966,0.046295922,0.054650176,0.06509486,0.077146755,0.089666989,0.101838546,0.114215004,0.125881748,0.136256156,0.14427518,0.149267642,0.15124804,0.15339267,0.158058223,0.162779472,0.164907031,0.165646442,0.167581701,0.170594967,0.173375298,0.175382024,0.176753115,0.177828952,0.178683374,0.179566127,0.181030879,0.183020861,0.184733309,0.186292581,0.188122839,0.190066142,0.191729293,0.193250101,0.195315826,0.197789261,0.199729813,0.200611543,0.200993747,0.201328101,0.20143024,0.201710434,0.202673945,0.203668607,0.204165686,0.204104113,0.202624099,0.199233701,0.196756891,0.197180036,0.199056558,0.200381974,0.202054411,0.202840046,0.203065682,0.201303359,0.195417789,0.181284279,0.16549785,0.151848205,0.144228457,0.139343224,0.136445836,0.133663651,0.131508256
49,03_119,44.35949173,2.87E-05,0.000224451,0.000624994,0.001232574,0.001820245,0.002303362,0.002632842,0.003035171,0.003427642,0.003793832,0.004248179,0.004886331,0.005592494,0.006121128,0.006663391,0.007727034,0.009250434,0.010598465,0.011241875,0.011466476,0.011608627,0.011859852,0.012113681,0.012225756,0.012172426,0.012238769,0.012418285,0.012665968,0.012975118,0.013509622,0.01443291,0.015687338,0.017030307,0.018289291,0.019523099,0.020503879,0.021252093,0.021724941,0.021907845,0.02191923,0.022048397,0.022460679,0.022546824,0.022168368,0.021298232,0.020494894,0.019711254,0.019205336,0.018853701,0.018692854,0.018644967,0.018836443,0.018984256,0.019104578,0.019058498,0.018949838,0.018764493,0.018727468,0.018758197,0.018743052,0.01867149,0.018567846,0.018369977,0.017992848,0.017599274,0.017162155,0.016657482,0.016036122,0.015455416,0.014856606,0.014957473,0.015828763,0.01724771,0.018619486,0.020342807,0.023105221,0.026875516,0.032158453,0.0388459,0.046809779,0.05525546,0.065221237,0.076969696,0.08984853,0.102937574,0.116082349,0.129406287,0.141818264,0.152868477,0.161119643,0.165934292,0.167442223,0.169273784,0.173512004,0.177679011,0.179699179,0.180816095,0.183038167,0.185708096,0.18813575,0.189985065,0.191342526,0.192346393,0.193071157,0.194015767,0.195545378,0.196551278,0.197686497,0.199866305,0.203027043,0.205148155,0.206490319,0.207414658,0.208753625,0.210638678,0.212739442,0.214703598,0.216355469,0.217367408,0.217414749,0.217145676,0.217423843,0.217930578,0.218342975,0.218266458,0.216821881,0.213309315,0.210587193,0.210574318,0.211943194,0.213014079,0.213826751,0.213193391,0.212044814,0.209687642,0.20352603,0.187375971,0.170560974,0.157707364,0.151992712,0.145909159,0.138938182,0.134323985,0.135735912
50,03_120,58.70245845,2.64E-05,0.000221949,0.00051192,0.000897658,0.001291702,0.001745486,0.002216495,0.00265426,0.002970475,0.003131738,0.003409823,0.003825534,0.004351789,0.004834736,0.005318842,0.006138963,0.007391022,0.008616536,0.009207864,0.009295037,0.009347869,0.009522429,0.009741368,0.009872713,0.009917809,0.009984448,0.010194326,0.010449829,0.010771748,0.01125866,0.012274208,0.013696165,0.01520443,0.016442933,0.017430483,0.018244532,0.018998963,0.01960485,0.019967364,0.020125687,0.020274883,0.020451615,0.02031016,0.019686612,0.018774325,0.018048897,0.017421414,0.016970485,0.01655176,0.016224911,0.015889598,0.015744451,0.015673044,0.015671855,0.015737636,0.015729049,0.015582405,0.015407759,0.015339635,0.015243787,0.015137928,0.015082748,0.014890296,0.014429224,0.013859231,0.013301511,0.01263258,0.011941106,0.01143835,0.011069894,0.011170417,0.011829451,0.012866495,0.014006234,0.015455914,0.018151185,0.022203494,0.027905857,0.03494556,0.04322949,0.052171256,0.062248668,0.074555013,0.088652356,0.103184453,0.11726154,0.131348758,0.144917993,0.156890871,0.16610392,0.171745318,0.174324517,0.176808827,0.18150826,0.186786734,0.189756066,0.190833054,0.192338273,0.194977771,0.197487953,0.199017117,0.199840296,0.200575188,0.201382094,0.202130756,0.202759556,0.203183077,0.203905403,0.205472039,0.207672418,0.209479925,0.210802915,0.212017706,0.213549462,0.215090049,0.216534695,0.217868123,0.219129614,0.219939312,0.220391046,0.220562875,0.220686684,0.220763819,0.221019255,0.221001469,0.219980712,0.218015362,0.216650092,0.216441428,0.216817048,0.217223282,0.218613506,0.219303787,0.219186543,0.21684135,0.21009975,0.196049426,0.181328551,0.169535547,0.161409674,0.154942804,0.151437928,0.148360042,0.146315311
51,03_124,51.30043059,6.60E-05,0.000103166,0.000294899,0.00067901,0.001222455,0.001662857,0.002050195,0.002386054,0.00268697,0.002909245,0.003280439,0.003819838,0.004404466,0.004835249,0.005277792,0.005989003,0.007184117,0.008323281,0.008897373,0.008934946,0.008998194,0.009180121,0.009381393,0.009513625,0.009574643,0.009653559,0.009846373,0.010068328,0.010286015,0.010640612,0.011428122,0.012595587,0.013893937,0.015108205,0.016237204,0.017147777,0.017917198,0.018406355,0.018460379,0.018316238,0.018473765,0.019082646,0.019371356,0.01904253,0.018135776,0.017189259,0.016174413,0.015441929,0.015125437,0.015060812,0.014924722,0.014786221,0.014731834,0.014751367,0.014808559,0.014691934,0.014438936,0.014186509,0.014128624,0.014122348,0.014199403,0.01423842,0.014081367,0.013623233,0.013124665,0.01264668,0.012103425,0.011542117,0.011132418,0.010682131,0.010806368,0.011686364,0.013050152,0.014206937,0.015603603,0.018072803,0.021677496,0.026832296,0.03335672,0.041063577,0.049261078,0.058633075,0.06991321,0.082668352,0.096009199,0.109262282,0.122669464,0.135380408,0.147213388,0.156187244,0.161439846,0.163552405,0.166009442,0.169761167,0.173348247,0.17550569,0.177135561,0.179373619,0.182245071,0.184811064,0.186498852,0.187317503,0.18774083,0.188033369,0.188443866,0.189716188,0.191605901,0.193511393,0.195266563,0.197175991,0.19891792,0.200125181,0.201022741,0.202270402,0.204105793,0.206041571,0.207546019,0.208593478,0.208817928,0.208359454,0.208107334,0.208864795,0.209783265,0.210395923,0.21051729,0.209306757,0.206189015,0.203660454,0.203202056,0.203893176,0.203974951,0.203869664,0.20376025,0.204129083,0.203466807,0.196065275,0.179941411,0.163137999,0.150504701,0.141971176,0.135415337,0.131528415,0.129009587,0.129690013
52,03_125,23.63660996,5.82E-06,0.000151054,0.000496314,0.001060616,0.001674955,0.00216668,0.002512709,0.002804214,0.003113898,0.003446861,0.003749498,0.004026284,0.004345293,0.004774532,0.005239829,0.006042318,0.007210999,0.008367375,0.009010095,0.009303024,0.009442621,0.009666508,0.009837599,0.009957131,0.0099731,0.010117416,0.010334316,0.010497074,0.010598039,0.010756866,0.011410942,0.012540509,0.013867922,0.014973567,0.015824415,0.016480688,0.01708128,0.017610817,0.017745593,0.017655338,0.017817223,0.018379419,0.0186687,0.018343773,0.017529335,0.016659821,0.015853089,0.015265988,0.014912299,0.014710414,0.014661026,0.014800015,0.015067489,0.015207584,0.015275061,0.015192003,0.015061607,0.014855038,0.014845836,0.015005574,0.015135475,0.015123705,0.014854757,0.014435258,0.013883826,0.01346109,0.013001364,0.012520764,0.01209962,0.011665661,0.011771143,0.012588586,0.013887412,0.01509261,0.016389594,0.018626193,0.022011816,0.026716919,0.032535976,0.039396546,0.046758936,0.054948617,0.065231618,0.077402264,0.090045843,0.102028788,0.113667329,0.124833883,0.134780821,0.14291516,0.148353552,0.151117485,0.152577177,0.155239628,0.158949734,0.161963548,0.163789578,0.165925855,0.168940502,0.171868359,0.173427645,0.173798659,0.173878142,0.174645072,0.175807481,0.177329385,0.179521866,0.18196891,0.184006185,0.185479255,0.186517906,0.187264852,0.188124138,0.189888723,0.192363833,0.194546865,0.195926831,0.196637325,0.196854218,0.196551342,0.196333279,0.196314609,0.196469114,0.196409688,0.195960209,0.194854894,0.193128138,0.192085175,0.192237659,0.193627655,0.194688632,0.197187074,0.198334722,0.19701927,0.192665448,0.187573978,0.180215007,0.169557542,0.157877329,0.145989001,0.137660908,0.133157561,0.131667527,0.130081303
